,age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
13943,32,2,14,4,9,1,4,0,0,0,20,38,0
13944,52,2,9,0,11,1,4,0,0,0,48,38,0
13945,50,2,10,2,2,0,4,1,0,0,40,38,1
13946,23,2,9,4,7,1,4,0,0,0,30,38,0
13947,25,2,9,2,2,0,4,1,0,0,45,38,0
13948,21,2,1,4,4,1,4,1,0,0,50,25,0
13949,31,2,9,0,11,1,4,0,0,0,32,38,0
13950,31,4,10,2,7,5,4,0,0,0,30,38,0
13951,41,2,11,5,7,1,4,1,0,0,40,38,0
13952,47,2,10,2,12,0,4,1,0,0,60,38,0
13953,20,2,10,4,0,1,4,0,0,0,45,38,0
13954,29,2,6,0,6,1,2,0,0,0,25,38,0
13955,51,1,10,6,0,1,4,0,0,0,40,38,0
13956,30,1,13,2,9,5,4,0,0,0,33,38,1
13957,48,2,13,2,0,0,4,1,0,0,35,38,1
13958,39,2,9,5,3,1,4,1,14344,0,40,38,1
13959,62,2,13,2,11,0,4,1,0,0,35,38,0
13960,22,2,13,4,7,1,4,1,0,0,30,38,0
13961,46,0,13,2,3,0,4,1,7688,0,40,38,1
13962,51,1,14,2,9,0,4,1,0,1977,35,38,1
13963,20,2,9,4,11,1,4,0,0,0,32,38,0
13964,40,3,12,2,11,0,4,1,15024,0,50,38,1
13965,31,2,13,4,12,1,4,1,0,0,40,38,0
13966,30,2,10,4,2,3,4,1,0,0,40,38,0
13967,52,2,9,2,0,5,4,0,0,0,38,38,0
13968,20,2,9,4,9,2,4,0,0,0,40,38,0
13969,37,1,11,2,3,0,4,1,0,0,40,38,1
13970,65,2,13,6,7,1,4,0,0,0,40,38,0
13971,40,2,13,4,9,1,4,1,4650,0,40,38,0
13972,60,1,13,2,10,0,4,1,7298,0,48,38,1
13973,27,2,9,4,2,1,4,1,0,0,35,20,0
13974,62,2,13,2,11,0,4,1,0,0,60,38,1
13975,53,2,9,0,11,1,4,0,0,0,35,38,0
13976,38,2,13,2,11,0,4,1,0,0,50,38,1
13977,49,2,11,2,9,0,4,1,0,0,40,38,0
13978,21,2,9,4,6,3,4,1,0,0,40,38,0
13979,18,2,10,4,0,3,4,1,0,0,40,38,0
13980,25,2,13,4,9,2,4,1,0,0,40,38,0
13981,36,2,7,2,2,0,4,1,0,0,40,38,0
13982,52,2,9,2,3,0,4,1,0,0,55,38,1
13983,19,2,10,4,12,3,4,1,0,0,14,38,0
13984,23,2,13,4,0,1,4,0,0,0,40,38,0
13985,63,4,13,2,11,0,4,1,0,0,15,38,0
13986,63,4,11,2,7,0,4,1,0,0,45,38,0
13987,62,3,13,0,11,1,4,1,99999,0,40,38,1
13988,51,4,12,2,11,0,4,1,3103,0,30,38,1
13989,76,1,10,6,0,1,4,0,0,0,30,38,0
13990,50,2,9,2,2,0,4,1,5013,0,45,38,0
13991,45,3,9,2,2,0,4,1,0,0,50,38,1
13992,44,3,10,0,11,3,4,1,0,0,45,38,1
13993,51,2,4,2,13,0,2,1,0,0,40,38,0
13994,42,1,13,4,3,3,4,1,4650,0,35,38,0
13995,43,1,14,2,9,0,4,1,0,0,40,38,1
13996,53,2,7,2,6,0,4,1,0,0,40,38,0
13997,29,2,11,2,0,0,4,1,0,0,40,38,0
13998,41,2,10,2,9,0,4,1,0,0,40,38,0
13999,44,0,9,0,2,4,4,1,0,0,40,38,0
14000,35,2,6,6,7,1,2,0,0,1980,40,38,0
14001,27,2,9,2,2,0,4,1,0,0,40,38,0
14002,35,2,10,2,9,0,4,1,0,0,50,38,0
14003,60,2,11,6,2,1,4,0,0,0,30,38,0
14004,49,2,10,0,3,1,4,1,14344,0,45,38,1
14005,33,2,13,2,3,0,4,1,0,0,45,38,0
14006,35,2,13,2,11,0,4,1,0,0,40,38,1
14007,31,5,10,2,0,0,4,1,0,0,38,38,0
14008,54,2,9,2,0,0,4,1,7298,0,60,38,1
14009,57,4,16,2,9,0,4,1,0,0,35,38,0
14010,30,2,5,4,2,3,4,1,0,0,45,38,0
14011,45,2,6,4,6,1,1,1,0,0,40,39,0
14012,41,2,10,2,6,0,4,1,7298,0,42,38,1
14013,25,2,13,4,7,3,4,1,0,0,18,38,0
14014,51,3,10,2,3,0,4,1,0,0,40,38,1
14015,42,2,3,5,0,2,4,1,0,0,40,7,0
14016,28,2,11,4,5,1,4,1,0,0,45,38,0
14017,53,0,13,0,12,1,0,1,0,0,40,38,0
14018,31,2,13,4,3,1,4,0,13550,0,50,38,1
14019,46,2,7,2,7,0,2,1,7688,0,40,38,1
14020,25,0,9,4,0,2,4,0,0,0,40,38,0
14021,47,2,9,2,6,0,4,1,0,0,40,38,0
14022,30,2,9,2,13,0,4,1,0,0,40,38,0
14023,48,2,9,2,2,0,4,1,0,0,40,38,0
14024,22,2,10,4,7,3,2,1,0,0,40,38,0
14025,32,4,10,2,2,0,4,1,0,0,30,38,0
14026,33,4,16,4,9,1,4,1,0,0,45,38,1
14027,31,2,9,2,7,0,4,1,0,0,40,38,0
14028,43,2,10,2,7,5,4,0,0,0,20,8,1
14029,26,2,11,4,7,1,4,0,0,0,40,38,0
14030,34,2,9,2,4,0,2,1,0,0,40,38,0
14031,50,1,13,2,9,5,4,0,0,0,40,38,1
14032,30,5,9,5,0,4,2,0,0,0,40,38,0
14033,17,2,7,4,7,3,4,1,0,0,20,38,0
14034,35,1,14,4,9,3,2,0,0,0,40,38,0
14035,29,2,10,2,2,0,4,1,0,0,40,38,0
14036,27,0,12,2,0,0,4,1,4064,0,40,7,0
14037,34,2,13,4,11,3,4,1,0,0,40,38,1
14038,32,2,9,5,5,1,4,0,0,0,40,38,0
14039,47,0,10,0,0,4,4,0,0,0,40,38,0
14040,40,2,10,4,11,1,4,0,0,0,40,38,0
14041,26,2,11,4,7,1,4,0,0,0,40,38,0
14042,30,2,9,4,7,1,4,0,0,0,40,20,0
14043,54,2,9,0,2,1,4,1,0,0,40,38,0
14044,53,2,13,2,9,0,4,1,0,0,55,38,1
14045,43,2,4,5,4,1,2,1,0,0,40,38,0
14046,25,2,10,4,4,3,4,1,0,0,20,38,0
14047,39,2,9,2,2,0,4,1,0,0,40,38,0
14048,57,1,9,2,13,0,4,1,0,0,25,38,1
14049,47,2,9,2,7,0,4,1,0,0,34,38,0
14050,45,2,9,0,7,2,2,0,0,0,35,38,0
14051,24,5,13,4,9,1,4,1,0,0,40,38,0
14052,32,4,6,0,2,1,4,1,0,0,40,38,0
14053,25,2,10,4,11,1,4,1,0,0,35,38,0
14054,57,2,3,5,6,1,4,0,0,0,40,38,0
14055,28,2,13,2,9,5,4,0,0,1977,24,38,1
14056,28,2,9,2,11,0,4,1,0,0,51,4,0
14057,27,2,13,4,9,1,4,0,0,0,55,38,0
14058,28,2,13,4,0,1,4,0,0,0,20,38,0
14059,44,4,9,2,4,0,1,1,0,0,42,23,0
14060,27,2,9,4,6,3,4,1,0,0,45,38,0
14061,61,2,13,2,3,0,4,1,0,0,40,38,0
14062,25,2,7,4,7,1,4,1,0,0,99,38,0
14063,28,2,5,4,5,3,2,0,0,0,24,38,0
14064,20,2,10,4,2,3,4,1,0,0,40,38,0
14065,33,2,11,4,11,3,1,1,0,0,40,29,0
14066,38,5,9,0,7,1,4,1,0,0,40,38,0
14067,31,2,9,4,11,4,2,0,0,0,25,38,0
14068,40,2,14,4,9,1,4,0,0,0,45,38,1
14069,43,2,10,2,3,0,4,1,0,0,55,38,1
14070,38,2,14,2,3,0,4,1,0,0,60,38,1
14071,19,2,10,4,3,3,2,1,0,0,30,38,0
14072,56,2,12,2,7,0,4,1,0,0,50,38,0
14073,38,2,14,0,3,1,4,1,0,0,45,38,1
14074,22,2,9,2,8,5,4,0,4508,0,40,38,0
14075,18,5,9,4,7,3,4,1,0,0,25,38,0
14076,68,2,10,6,7,1,4,0,0,0,20,38,0
14077,35,2,11,0,13,1,4,1,0,0,50,38,0
14078,32,2,6,0,2,4,4,1,0,0,40,38,0
14079,43,0,10,2,9,5,4,0,0,0,40,38,1
14080,30,2,6,4,6,4,2,0,0,0,40,38,0
14081,62,2,10,2,12,0,4,1,2829,0,24,38,0
14082,38,2,11,2,6,0,4,1,0,0,40,38,0
14083,27,2,9,4,5,3,4,1,0,0,40,38,0
14084,28,2,16,4,9,1,4,0,0,0,60,10,1
14085,26,2,11,4,7,1,4,1,0,0,40,38,0
14086,21,2,10,4,6,3,4,1,0,0,20,38,0
14087,19,2,9,4,7,2,2,1,0,0,40,38,0
14088,20,2,10,4,0,3,4,1,0,0,30,38,0
14089,25,5,13,4,10,1,2,1,0,0,40,38,0
14090,28,4,10,4,2,3,4,1,0,0,50,3,0
14091,36,2,11,4,0,1,4,1,0,0,42,38,1
14092,23,2,13,4,2,1,0,1,0,0,40,25,0
14093,24,2,13,2,0,5,4,0,0,0,50,38,0
14094,23,2,9,4,7,1,4,0,0,0,40,38,0
14095,24,2,13,4,9,3,4,0,0,0,20,38,0
14096,25,4,9,4,7,1,4,1,0,0,8,38,0
14097,24,2,9,4,6,1,4,1,0,0,40,38,0
14098,30,2,9,2,3,0,4,1,0,0,62,38,0
14099,36,2,10,2,3,5,4,0,0,0,33,38,0
14100,45,2,9,2,7,0,1,1,0,0,40,29,0
14101,31,2,12,0,11,4,4,0,0,880,45,38,0
14102,34,2,9,4,0,1,4,1,0,0,48,38,0
14103,65,3,13,2,3,0,4,1,0,0,44,25,1
14104,42,2,11,0,9,4,4,0,0,0,40,38,0
14105,27,5,15,4,9,1,4,1,0,0,70,38,0
14106,40,2,10,2,11,5,2,0,0,0,40,32,0
14107,53,0,10,2,0,0,4,1,0,0,40,38,1
14108,54,2,9,2,11,0,4,1,0,0,50,38,1
14109,30,5,13,4,9,2,4,1,0,0,35,38,0
14110,59,2,9,2,13,0,4,1,0,0,45,38,1
14111,42,4,9,0,3,4,4,1,0,0,55,38,0
14112,23,2,9,4,0,1,4,0,0,0,40,38,0
14113,28,2,13,2,7,5,4,0,0,0,15,38,0
14114,20,2,9,4,5,3,4,1,0,0,40,38,0
14115,22,2,10,4,11,1,4,0,0,0,20,38,0
14116,47,4,10,2,2,0,4,1,0,1977,40,38,1
14117,44,2,10,2,6,0,4,1,0,0,40,38,0
14118,40,2,8,0,2,1,4,1,0,0,40,38,0
14119,37,2,11,2,12,5,4,0,0,0,37,38,1
14120,39,2,9,0,6,3,4,1,0,0,50,38,0
14121,49,2,10,2,11,0,4,1,7688,0,40,38,1
14122,44,4,10,0,7,1,4,1,0,0,45,38,0
14123,27,2,5,2,6,5,4,0,0,0,37,31,0
14124,50,2,9,2,0,0,4,1,0,0,40,38,0
14125,39,2,13,2,9,0,4,1,0,0,40,38,1
14126,41,2,9,4,11,4,2,0,0,0,40,38,0
14127,55,2,13,2,10,0,4,1,0,0,40,38,1
14128,53,2,2,2,7,0,2,1,0,0,35,32,0
14129,53,1,14,0,9,4,4,0,0,0,50,38,0
14130,31,2,14,2,3,0,4,1,0,2415,70,35,1
14131,21,2,9,4,2,1,4,1,0,0,40,38,0
14132,30,2,9,5,6,1,2,1,0,0,40,38,0
14133,53,2,14,4,3,1,4,0,0,0,60,38,1
14134,47,2,10,2,2,0,4,1,0,1485,47,38,0
14135,60,2,13,0,3,1,4,0,0,0,40,17,1
14136,59,2,5,5,6,4,4,0,0,0,40,25,0
14137,37,2,13,4,3,1,4,1,0,0,48,38,1
14138,47,0,13,2,2,0,4,1,0,1740,40,38,0
14139,49,2,5,2,2,0,4,1,0,0,40,38,0
14140,73,1,10,4,9,2,4,0,0,0,11,38,0
14141,58,2,9,0,7,4,2,0,0,0,20,38,0
14142,35,2,10,4,5,3,2,1,0,0,40,38,0
14143,24,5,10,2,9,5,4,0,0,0,50,38,0
14144,62,2,9,6,0,1,4,0,0,0,38,38,0
14145,58,2,9,2,0,5,4,0,0,0,40,38,0
14146,51,2,10,2,0,0,4,1,15024,0,40,38,1
14147,21,2,9,4,11,3,2,1,0,0,40,38,0
14148,30,2,13,2,2,0,4,1,0,0,40,38,0
14149,27,2,11,4,9,1,4,0,0,1876,36,1,0
14150,25,2,13,2,12,0,4,1,5178,0,40,38,1
14151,31,2,9,4,2,1,0,1,0,0,45,38,0
14152,31,2,9,4,7,4,2,0,0,0,34,38,0
14153,44,2,10,2,2,0,4,1,5178,0,50,38,1
14154,52,3,16,2,9,0,4,1,99999,0,65,38,1
14155,30,2,12,2,11,0,4,1,0,0,40,38,0
14156,29,2,9,4,13,3,2,1,0,0,40,38,0
14157,36,2,7,0,13,1,4,1,0,0,40,38,0
14158,54,4,13,2,4,0,4,1,0,0,50,38,0
14159,59,1,10,5,10,1,4,1,0,0,40,38,1
14160,55,2,10,4,0,1,4,1,0,0,45,38,0
14161,22,2,12,4,0,3,4,0,0,0,20,38,0
14162,42,2,9,0,6,1,4,0,0,0,40,38,0
14163,36,2,12,2,11,5,4,0,0,0,40,38,0
14164,32,2,13,2,9,0,4,1,0,0,40,38,1
14165,44,2,4,2,2,0,4,1,0,0,40,38,0
14166,25,2,7,3,5,1,4,1,0,0,40,25,0
14167,31,2,9,2,13,0,4,1,0,0,50,38,0
14168,33,2,9,4,7,3,4,1,0,0,40,38,0
14169,54,4,12,2,11,0,4,1,0,0,50,38,1
14170,42,4,9,4,3,1,4,1,0,0,48,38,0
14171,49,2,9,2,13,0,4,1,0,0,44,38,0
14172,30,2,9,2,0,0,4,1,0,0,44,38,0
14173,54,2,9,0,3,4,4,0,0,0,45,38,0
14174,39,2,10,4,13,4,4,1,0,0,40,38,0
14175,24,2,10,4,6,3,4,1,0,0,40,38,0
14176,21,2,9,4,0,3,4,0,0,0,44,38,0
14177,23,2,5,4,7,4,2,0,0,0,30,38,0
14178,54,2,9,0,0,4,4,0,0,0,42,38,0
14179,23,2,14,4,11,1,4,0,0,0,20,38,0
14180,39,2,9,0,6,4,4,1,0,1726,40,38,0
14181,23,2,10,4,9,1,4,1,0,0,25,38,0
14182,41,2,10,2,6,0,2,1,0,1902,40,38,1
14183,32,2,7,4,7,1,2,1,0,0,40,38,0
14184,57,2,9,2,2,0,4,1,0,0,40,38,0
14185,18,2,9,4,0,2,4,0,0,0,30,38,0
14186,60,5,16,2,9,0,4,1,7688,0,60,38,1
14187,21,2,10,4,6,3,4,0,0,0,40,38,0
14188,53,2,10,6,0,2,4,0,0,0,22,38,0
14189,38,2,13,2,3,0,4,1,7688,0,55,38,1
14190,21,2,10,4,5,1,4,1,0,0,40,38,0
14191,53,2,16,0,3,1,4,0,0,0,55,38,1
14192,24,2,9,4,2,1,4,1,0,0,40,38,0
14193,36,0,12,2,7,0,4,1,0,0,40,38,0
14194,29,2,14,4,3,1,2,1,0,0,60,38,0
14195,23,2,10,4,11,1,4,1,0,0,40,38,0
14196,44,2,10,2,3,0,4,1,0,0,50,38,0
14197,32,1,14,2,9,0,4,1,0,0,48,38,0
14198,25,2,13,4,3,1,4,0,0,0,50,38,0
14199,41,4,9,0,2,4,4,1,0,0,27,38,0
14200,18,2,9,4,7,3,4,0,0,0,30,38,0
14201,57,2,10,2,2,0,4,1,0,1672,45,38,0
14202,62,2,13,6,3,1,4,1,10520,0,50,38,1
14203,29,2,13,4,5,3,4,1,0,0,40,38,0
14204,19,2,9,4,7,3,2,0,0,0,40,38,0
14205,35,4,15,2,9,0,4,1,0,0,65,38,1
14206,52,2,13,2,9,0,4,1,0,0,50,38,1
14207,28,2,6,4,6,4,4,0,0,0,40,38,0
14208,38,2,9,4,7,3,4,1,0,0,40,38,0
14209,42,2,10,6,11,4,2,0,0,0,40,38,0
14210,41,2,13,4,9,1,2,1,0,0,40,38,0
14211,23,2,13,4,9,1,4,1,0,0,38,38,0
14212,31,2,14,2,11,0,4,1,0,0,76,38,1
14213,31,2,3,4,6,1,4,1,0,0,45,25,0
14214,46,2,14,2,9,0,4,1,0,0,40,38,1
14215,18,2,7,4,11,3,4,0,0,0,20,38,0
14216,57,4,14,2,12,0,4,1,0,0,38,38,1
14217,25,2,11,4,0,1,4,0,0,0,38,38,0
14218,32,2,14,2,3,0,4,1,0,0,40,38,1
14219,27,2,5,4,4,3,4,1,0,0,40,38,0
14220,46,0,13,2,9,0,4,1,7688,0,45,38,1
14221,43,5,9,4,2,4,4,1,0,0,40,38,0
14222,56,4,13,3,9,1,4,0,0,0,40,38,1
14223,19,2,9,2,2,5,4,0,0,0,40,38,0
14224,20,0,9,4,0,3,4,0,0,0,40,38,0
14225,42,2,10,4,6,1,4,1,0,0,45,38,0
14226,90,2,9,6,13,4,4,1,0,0,99,38,0
14227,25,2,7,5,6,1,2,1,0,0,35,38,0
14228,27,2,9,4,7,1,2,0,0,0,40,22,0
14229,48,2,9,2,13,0,4,1,0,0,44,38,0
14230,48,0,10,4,0,1,2,1,0,0,40,38,0
14231,27,2,9,2,2,0,4,1,0,0,48,38,0
14232,46,2,13,6,12,4,4,0,0,0,38,38,0
14233,32,2,3,2,7,2,4,1,0,0,40,38,0
14234,22,2,11,2,12,0,4,1,0,0,40,38,0
14235,24,2,13,1,9,5,4,0,0,0,40,38,1
14236,31,2,9,2,2,0,4,1,0,0,65,38,0
14237,20,2,10,4,9,1,4,0,0,0,18,38,0
14238,28,4,15,4,9,1,4,1,2176,0,40,38,0
14239,40,3,9,2,3,0,4,1,0,0,60,38,1
14240,39,2,9,2,6,0,4,1,0,0,40,38,1
14241,54,1,9,2,13,0,4,1,0,0,40,38,0
14242,59,1,10,2,10,0,4,1,0,0,42,38,0
14243,17,2,7,4,11,3,4,0,0,0,18,38,0
14244,25,4,10,4,2,3,4,1,0,0,80,38,0
14245,49,1,9,2,10,0,4,1,0,0,40,38,1
14246,55,4,9,0,3,1,4,1,34095,0,60,38,0
14247,39,2,9,2,2,0,4,1,0,0,40,38,0
14248,67,2,10,6,9,1,4,0,0,0,16,38,0
14249,28,2,9,4,7,4,4,1,0,0,40,38,0
14250,35,2,5,2,6,0,4,1,0,0,40,1,0
14251,44,2,9,2,0,0,4,1,0,0,48,38,1
14252,51,2,14,2,9,0,4,1,0,0,47,38,1
14253,55,2,13,6,4,3,1,1,0,0,40,38,0
14254,45,1,9,2,10,0,4,1,0,0,78,38,1
14255,32,2,9,2,2,0,4,1,0,0,48,38,0
14256,45,2,10,0,3,4,4,0,0,0,40,38,0
14257,45,2,14,2,3,0,4,1,15024,0,60,8,1
14258,35,2,13,4,11,1,4,1,0,0,40,38,1
14259,55,1,9,2,13,0,4,1,0,0,44,38,0
14260,59,2,10,2,2,0,4,1,0,0,40,38,1
14261,22,2,9,4,0,1,4,0,0,0,55,38,0
14262,46,1,14,6,3,4,2,0,0,0,35,38,0
14263,23,2,9,4,4,3,4,1,0,0,40,38,0
14264,47,2,13,2,3,0,4,1,0,0,45,38,1
14265,34,2,9,2,2,0,4,1,0,0,30,10,0
14266,51,2,7,0,13,3,4,1,0,0,40,38,0
14267,40,2,11,2,11,0,4,1,0,0,50,38,0
14268,24,5,10,4,0,3,4,1,0,0,12,38,0
14269,20,2,10,4,4,1,4,1,0,0,72,38,0
14270,44,2,10,0,13,4,4,1,1831,0,50,38,0
14271,26,2,9,0,2,4,4,1,0,0,40,38,0
14272,35,1,9,5,0,4,4,0,0,0,38,38,0
14273,23,2,10,4,6,4,1,1,0,0,40,39,0
14274,40,2,9,0,2,1,4,1,0,0,50,38,0
14275,49,1,9,2,10,0,4,1,0,0,40,38,0
14276,32,2,9,4,6,1,4,1,0,0,45,38,0
14277,28,2,11,0,9,4,4,0,0,0,40,38,0
14278,51,2,14,2,3,0,4,1,15024,0,60,38,1
14279,62,2,11,2,3,0,4,1,0,0,50,38,1
14280,31,2,10,2,6,0,4,1,0,0,40,25,0
14281,47,1,12,2,10,0,4,1,0,0,40,38,1
14282,36,2,11,4,12,1,4,0,0,0,3,38,0
14283,44,5,9,4,2,1,4,1,0,0,40,38,0
14284,46,2,13,2,3,0,4,1,0,0,40,38,1
14285,32,2,9,4,2,1,4,1,0,0,40,38,0
14286,51,4,12,0,13,4,2,0,0,0,30,38,0
14287,48,2,13,2,3,0,4,1,0,0,45,38,1
14288,28,2,13,4,6,4,2,0,0,0,40,38,0
14289,57,3,10,2,12,0,4,1,0,0,60,38,1
14290,33,2,11,2,11,0,4,1,0,0,40,38,0
14291,42,2,9,5,6,1,4,1,0,0,15,38,0
14292,17,2,6,4,7,3,4,1,0,0,40,38,0
14293,31,3,13,2,3,0,4,1,0,0,55,38,1
14294,35,2,10,4,6,1,4,1,0,1974,40,38,0
14295,20,2,9,4,5,3,4,1,0,0,40,38,0
14296,36,2,9,2,3,5,4,0,0,0,40,38,0
14297,24,2,10,4,11,1,4,0,0,0,24,38,0
14298,33,2,10,2,13,0,2,1,0,0,50,38,1
14299,36,2,10,2,0,0,4,1,0,0,40,38,0
14300,31,2,13,0,3,4,4,0,0,0,40,38,0
14301,29,2,12,0,11,4,4,0,3418,0,40,38,0
14302,47,2,13,2,11,0,4,1,0,0,60,38,1
14303,30,2,16,2,9,0,4,1,5178,0,75,38,1
14304,34,2,9,2,4,0,4,1,0,0,50,38,0
14305,23,2,9,4,6,2,4,0,0,0,40,38,0
14306,33,2,11,0,0,1,4,1,0,0,40,38,0
14307,59,2,6,0,6,1,4,0,0,0,40,38,0
14308,67,4,13,0,9,1,4,1,0,0,40,38,0
14309,26,2,9,0,6,1,4,1,0,0,40,38,0
14310,27,2,9,2,6,0,1,1,2885,0,40,24,0
14311,24,2,13,4,0,3,4,1,0,0,39,38,0
14312,44,0,11,0,12,1,4,1,0,0,40,38,0
14313,31,2,9,2,2,0,4,1,0,0,40,38,1
14314,28,2,15,2,9,0,4,1,0,0,60,38,0
14315,19,2,9,4,7,3,4,0,0,0,20,38,0
14316,31,4,13,2,3,5,4,0,0,1902,40,38,1
14317,20,2,9,4,0,1,4,0,0,0,40,38,0
14318,64,2,9,0,7,1,4,0,0,0,15,38,0
14319,47,5,9,2,0,5,4,0,0,0,40,38,1
14320,36,2,10,4,0,1,4,0,0,0,35,38,0
14321,48,2,9,2,2,0,4,1,0,0,44,38,1
14322,19,4,10,4,7,3,4,0,0,0,40,25,0
14323,22,2,9,4,11,3,2,0,0,0,35,38,0
14324,56,2,5,0,0,1,4,1,0,0,40,38,0
14325,22,2,10,4,0,1,4,1,0,0,50,38,0
14326,37,2,13,2,9,0,4,1,0,0,99,38,1
14327,57,1,13,6,9,1,4,0,0,0,35,38,0
14328,38,2,12,2,11,0,4,1,0,0,50,38,1
14329,34,2,9,4,6,4,2,0,0,0,40,38,0
14330,38,0,10,0,3,1,4,0,0,0,40,38,0
14331,30,3,10,2,3,0,1,1,0,1902,40,34,1
14332,32,2,13,4,9,1,4,1,0,0,45,38,1
14333,29,2,8,3,7,1,2,0,0,0,40,38,0
14334,56,2,9,2,6,0,4,1,0,0,40,38,0
14335,42,2,11,2,3,5,4,0,7298,0,35,38,1
14336,71,1,9,6,3,2,4,0,0,0,33,38,0
14337,20,2,7,4,13,3,4,1,0,0,40,38,0
14338,25,2,9,4,6,3,4,1,0,0,36,38,0
14339,61,2,10,2,9,0,4,1,0,0,50,38,1
14340,24,5,13,2,3,5,4,0,0,0,40,38,0
14341,51,2,5,4,7,4,2,0,0,0,40,38,0
14342,27,2,9,4,0,1,4,1,0,0,40,38,0
14343,41,2,10,2,3,5,4,0,0,1902,40,38,1
14344,31,2,9,0,6,1,4,1,0,0,40,38,0
14345,39,2,9,0,8,4,2,0,0,0,16,38,0
14346,51,4,15,2,9,0,4,1,0,0,40,38,0
14347,52,2,9,4,3,4,4,0,0,0,40,38,0
14348,49,2,13,2,9,0,4,1,0,0,40,38,1
14349,43,2,10,2,2,0,4,1,0,0,40,38,0
14350,45,2,13,2,3,0,4,1,0,1977,60,38,1
14351,49,2,9,0,6,1,4,1,0,0,40,38,0
14352,19,2,9,4,7,1,4,0,0,0,40,38,0
14353,44,4,9,2,4,0,4,1,0,0,40,38,0
14354,67,3,9,2,13,0,4,1,0,0,40,38,0
14355,58,2,15,2,9,0,4,1,0,0,45,38,1
14356,36,2,13,2,9,0,4,1,7688,0,40,38,1
14357,67,2,9,6,0,1,4,0,15831,0,16,10,1
14358,61,2,16,2,9,0,4,1,0,0,40,38,1
14359,55,1,4,4,7,4,2,0,0,0,40,38,0
14360,35,0,9,4,0,1,4,1,0,0,40,38,0
14361,35,2,6,4,7,4,2,0,0,0,38,38,0
14362,20,5,10,4,0,3,4,0,0,0,10,38,0
14363,51,2,9,2,0,5,2,0,0,0,40,38,0
14364,23,2,13,4,9,3,4,1,0,0,40,38,0
14365,39,2,9,2,4,0,4,1,0,0,24,38,0
14366,36,2,10,0,7,4,4,0,0,0,40,38,0
14367,47,2,9,2,11,0,4,1,0,0,45,38,1
14368,27,2,13,4,11,1,4,1,0,0,80,38,1
14369,29,2,9,2,2,0,4,1,0,0,40,38,0
14370,21,5,10,4,10,1,4,1,0,0,40,38,0
14371,18,2,10,4,0,1,4,0,0,0,20,38,0
14372,24,2,10,4,3,3,4,1,0,0,20,38,0
14373,39,0,9,2,2,0,4,1,0,0,40,38,1
14374,51,5,10,2,3,0,4,1,0,0,40,38,0
14375,47,2,13,2,12,0,4,1,15024,0,40,38,1
14376,62,2,10,0,0,4,4,0,0,0,30,38,0
14377,49,2,13,2,3,0,4,1,0,0,40,38,1
14378,20,2,7,2,7,0,4,1,0,0,40,38,0
14379,24,2,10,4,11,1,4,1,0,0,40,38,0
14380,25,2,9,4,3,3,4,0,0,0,40,38,0
14381,54,4,13,2,11,0,4,1,0,0,40,38,0
14382,25,2,9,4,2,3,4,1,0,0,40,38,0
14383,43,2,10,0,11,4,4,0,0,0,55,38,1
14384,26,2,13,4,3,1,4,1,0,1876,38,38,0
14385,24,2,9,2,5,0,4,1,0,0,40,38,0
14386,18,2,7,4,7,3,0,1,0,0,20,38,0
14387,45,4,9,2,3,0,4,1,0,0,25,38,0
14388,26,2,13,4,11,1,4,1,0,0,40,38,0
14389,47,2,10,4,7,3,4,1,0,0,40,38,0
14390,21,6,9,4,2,3,2,1,0,0,40,38,0
14391,29,2,9,0,7,4,4,0,0,0,99,38,0
14392,68,2,10,2,9,0,4,1,0,0,15,38,0
14393,21,2,10,4,3,1,2,1,0,0,48,25,0
14394,28,3,10,4,3,1,4,1,0,0,30,38,0
14395,46,2,9,2,3,5,4,0,0,0,40,38,1
14396,35,2,9,5,13,4,2,0,0,0,48,38,0
14397,50,4,6,4,2,1,4,1,0,0,25,38,0
14398,48,3,10,0,3,1,4,1,0,0,40,38,0
14399,59,2,13,2,2,0,4,1,15024,0,50,38,1
14400,23,2,10,4,3,3,2,1,0,0,40,38,0
14401,53,2,9,6,11,1,4,0,0,0,30,38,0
14402,50,3,14,2,11,0,4,1,0,0,40,38,1
14403,53,2,8,3,5,1,3,1,0,0,56,5,0
14404,52,2,9,2,6,0,2,1,0,0,48,38,0
14405,38,2,13,2,9,0,4,1,0,0,50,38,0
14406,43,2,14,2,3,0,4,1,0,0,50,38,1
14407,35,2,13,2,7,5,4,0,0,0,32,38,0
14408,41,2,15,2,3,0,4,1,0,0,50,38,1
14409,22,2,10,4,11,3,4,1,0,0,40,38,0
14410,39,2,9,2,7,0,4,1,0,0,60,38,1
14411,45,2,14,2,11,0,4,1,0,0,40,38,1
14412,31,2,5,2,4,5,4,0,0,0,42,38,0
14413,40,2,13,2,9,0,4,1,0,1887,40,38,1
14414,47,4,3,2,13,0,4,1,0,0,20,38,0
14415,53,2,9,2,2,0,2,1,0,0,40,22,0
14416,53,3,13,2,11,0,4,1,0,0,60,38,1
14417,33,1,13,4,12,1,2,1,0,1564,52,38,1
14418,24,2,13,4,0,3,4,0,0,0,20,38,0
14419,34,2,10,4,7,1,4,0,0,0,40,38,0
14420,46,3,9,2,11,0,4,1,0,0,50,38,1
