x,y,class
-1.124820019,1.115541045,1
1.337000513,-0.866840171,0
-1.211230202,1.027543926,1
0.647210329,0.877410701,0
-0.66531417,0.032205002,0
0.391611108,-1.510395754,0
-1.171526039,1.07282446,1
-1.183626892,1.059394808,1
-1.186060347,1.051989393,1
-0.413164255,0.426308256,0
-1.176351755,-0.811861857,0
-1.218829691,1.014408178,1
0.058375674,-1.554533951,0
-1.342107026,0.900739536,1
-0.690078956,-0.085676404,0
-1.258445189,0.957719295,1
-0.604547019,-0.064169428,0
-1.346838153,0.875398203,1
0.094605105,-1.503790283,0
-1.386548423,0.831556452,1
0.301709961,0.282724598,0
-1.376263638,0.821444658,1
-0.046031236,-0.855506941,0
-1.388351322,0.793464944,1
1.396372851,-0.741421889,0
-1.453977672,0.731363452,1
0.985592903,-0.099027209,0
-1.404693743,0.736681439,1
-1.192468833,-0.623490288,0
-1.422387039,0.700394467,1
-1.53680434,0.614219742,1
-0.017357083,1.202184548,0
0.825596923,-0.421395708,0
-1.582135776,0.56582161,1
-1.481086936,0.582982237,1
-1.447339595,0.564386489,1
-1.475170802,0.518455948,1
0.089341652,1.220861487,0
-1.418565685,-0.320468833,0
0.763045501,-1.410045782,0
-1.577129592,0.446213977,1
-0.521071548,0.298554145,0
0.117395859,-0.799951158,0
-0.184716654,-0.838271554,0
-1.585879406,0.408700324,1
-1.682217193,0.344051167,1
-1.681031885,0.30987249,1
-1.627414949,0.28724926,1
0.799553049,-0.495553883,0
0.18328242,1.147978122,0
-1.689945695,0.235304939,1
1.640136739,-0.484764486,0
-1.141919387,-0.817165905,0
0.453983724,-0.685303675,0
-1.695345811,0.196644703,1
-1.342590571,-0.067422308,0
0.322483856,0.218273905,0
0.295934356,1.158167659,0
-0.372756735,0.471302021,0
-1.330105584,-0.399545869,0
-1.606454138,0.173036327,1
0.239147865,0.366316379,0
0.803750079,-0.504026377,0
-1.591643932,0.13367721,1
-0.073105509,1.15023116,0
-1.698990173,0.078918914,1
-1.640678455,0.043846346,1
-0.702883992,-0.152693443,0
